,Description,NaceCode,Age,Number_of_Activities
3908,la fabrication de machines pour la composition du texte ou de l'image,2956102,,11
3909,"la fabrication de machines et de matériel pour l'imprimerie, le brochage et la reliure",2956101,,17
3910,Fabrication d'autres machines d'usage spécifique n.d.a.,2956,,1
3911,la fabrication de machines et de matériel pour la fabrication d'articles en papier ou en carton,2955003,,6
3912,la fabrication de machines et de matériel pour la fabrication du papier et du carton,2955002,,6
3913,la fabrication de machines et de matériel pour la fabrication des pâtes à papier par des procédés mécaniques ou chimiques,2955001,,74
3914,"machines et appareils pour la fabrication ou la réparation des chaussures et des autres ouvrages en cuir, en peau ou en pelleterie",2954014,,1
3915,"la fabrication de machines et appareils pour l'industrie du cuir: machines et appareils pour la préparation, le tannage ou le travail des cuirs ou des peaux",2954013,,20
3916,la fabrication de machines et appareils pour la fabrication ou le finissage du feutre ou des non-tissés,2954012,,24
3917,la fabrication de machines à coudre (y compris les machines à coudre à usage domestique) ainsi que de têtes et d'aiguilles pour machines à coudre,2954011,,7
3918,"la fabrication de machines et appareils de blanchisserie: machines à repasser, y compris les presses à fixer; machines à laver et à sécher le linge de types utilisés dans les blanchisseries; machines",2954010,,5
3919,"la fabrication de machines et appareils pour le traitement des tissus: lavage,blanchîment,teinture,apprêt,finissage,enduction ou imprégnation des tissus en matière textile; machines à enrouler,déroule",2954009,,28
3920,"#a fabrication de machines et appareils auxiliaires pour les machines de l'industrie textile: ratières, mécaniques Jacquard, casse-chaînes et casse-trames, mécanismes de changement de navettes, broche",2954008,,4
3921,"la fabrication de machines et métiers à filet, à tulle, à dentelle, à passementerie, etc.",2954007,,3
3922,la fabrication de machines et métiers à bonneterie,2954006,,2
3923,"la fabrication de machines à tisser, y compris les métiers à main",2954005,,3
3924,"la fabrication de machines pour la préparation des fils textiles: bobinoirs, ourdissoirs et machines similaires",2954004,,2
3925,la fabrication de métiers à filer,2954003,,2
3926,"fabrication de machines pour la préparation des fibres textiles: égreneuses de coton,machines brise-balles,effilocheuses, batteurs-étaleurs à coton, machines à désuinter ou à carboniser la laine,peign",2954002,,2
3927,"la fabrication de machines pour la préparation, la fabrication, le filage (extrusion), l'étirage, la texturation ou le tranchage des fibres, matières ou fils textiles,synthétiques ou artificiels",2954001,,49
3928,"la fabrication de machines et appareils pour la préparation des aliments dans les hôtels, les restaurants, etc.",2953009,,21
3929,"la fabrication de machines et appareils pour la préparation du tabac et la fabrication de cigares, de cigarettes ou de tabac à pipe, à chiquer ou à priser",2953008,,7
3930,la fabrication de machines et appareils pour l'extraction ou la préparation des huiles ou graisses animales ou végétales,2953007,,7
3931,"la fabrication de machines et appareils pour la transformation de divers produits alimentaires: pour la confiserie, la fabrication du cacao, du chocolat, pour la sucrerie,la brasserie,la préparation d",2953006,,19
3932,"la fabrication de machines et appareils pour la boulangerie, pâtisserie,biscuiterie ou la fabrication des pâtes aliment.: fours de boulangerie non électriques, malaxeurs, machines à trancher, à divise",2953005,,172
3933,"la fabrication de presses, pressoirs et fouloirs, utilisés pour la fabrication du vin, du cidre, des jus de fruits,etc.",2953004,,5
3934,"la fabrication de machines et appareils pour la minoterie: tarares, toiles trieuses, nettoyeurs à cyclones, séparateurs pneumatiques, machines à brosser les grains et autres mach. simil.,moulins à meu",2953003,,9
3935,la fabrication de machines et appareils de laiterie: écrémeuses; machines et appareils pour le traitement du lait; machines et appareils pour la transformation du lait; machines et appareils de fromag,2953002,,30
3936,la fabrication de séchoirs pour produits agricoles,2953001,,127
3937,la fabrication de lames de bouteurs (bulldozers) et de bouteurs biais (angledozers),2952012,,5
3938,la fabrication de machines et d'appareils mécaniques pour le surfaçage du béton,2952011,,10
3939,la fabrication d'épandeurs de béton et de bitume,2952010,,9
3940,la fabrication de sonnettes de battage et de machines pour l'arrachage des pieux,2952009,,4
3941,la fabrication de rouleaux-compresseurs,2952008,,5
3942,"la fabrication de machines et appareils de terrassement: bouteurs (bulldozers), bouteurs biais (angledozers), niveleuses,décapeuses (scrapers), pelles mécaniques, chargeuses, chargeuses-pelleteuses, e",2952007,,149
3943,la fabrication de bétonnières et appareils à gâcher le ciment,2952006,,20
3944,la fabrication de machines à concasser ou à broyer le béton,2952005,,9
3945,la fabrication de dragues,2952004,,5
3946,"la fabrication de machines et appareils à traiter les minéraux par criblage, triage, séparation, etc.",2952003,,8
3947,"la fabrication de machines de sondage, de haveuses, d'abatteuses, de machines de forage et de machines à creuser les tunnels ou les galeries",2952002,,8
3948,"la fabrication d'appareils élévateurs, transporteurs ou convoyeurs à action continue pour fonds de mines ou autres travaux souterrains",2952001,,49
3949,la fabrication de laminoirs et de leurs cylindres,2951002,,4
3950,"la fabrication de machines et appareils pour la manutention des métaux à haute température: convertisseurs, lingotières, poches de coulée, machines à couler (mouler)",2951001,,34
3951,Fabrication d'autres machines d'usage spécifique,295,,2
3952,"la fabrication de machines à scier, cliver, polir ou meuler les pierres, le verre, la céramique et autres matières analogues",2940501,,14
3953,Fabrication d'autres machines-outils,29405,,5
3954,la fabrication d'outils pneumatiques,2940402,,2
3955,"la fabrication de matériel à main et et de machines-outils à moteur incorporé: foreuses, perceuses, ponceuses, taillehaies, tronçonneuses à chaîne, etc.",2940401,,1
3956,Fabrication de machines-outils à moteur incorporé ou d'outils pneumatiques,29404,,2
3957,"la fabrication de machines à clouer, à agrafer, à coller, etc.",2940303,,1
3958,la fabrication de presses à fabriquer les panneaux de bois ou de particules,2940302,,1
3959,"la fabrication de machines-outils à débiter, travailler ou profiler le bois",2940301,,128
3960,Fabrication de machines-outils pour le travail du bois,29403,,3
3961,"la fabrication de matériel à main et de machines et appareils pour le soudage, le brasage, le coupage thermique,etc.",2940201,,93
3962,Fabrication de matériel de soudage,29402,,2
3963,"la fabrication de porte-pièces, de porte-outils et de dispositifs spéciaux se montant sur machines-outils",2940104,,379
3964,"la fabrication de machines-outils opérant sur métal et autres matières par des procédé spéciaux: laser, électroérosion, ultra-sons, etc.",2940103,,1
3965,"la fabrication de machines-outils travaillant sans enlèvement de métal: presses à forger ou à estamper, bancs à étirer, cisailles, etc.",2940102,,2
3966,"la fabrication de machines-outils travaillant par enlèvement de métal: tours, perceuses, aléseuses, fraiseuses, etc.",2940101,,2
3967,Fabrication de machines-outils à métaux,29401,,338
3968,Fabrication de machines-outils,2940,,52
3969,l'entretien et la réparation d'autres machines agricoles et forestières,2932202,,542
3970,"l'entretien et la réparation de tracteurs agricoles, de motoculteurs et de tondeuses à gazon",2932201,,607
3971,"la fabrication d'autres machines et appareils pour l'agriculture: pour l'aviculture,l'apiculture,la préparation des aliments ou provendes pour animaux,etc.; machines pour nettoyage,triage,calibrage de",2932107,,59
3972,la fabrication de machines à traire,2932106,,18
3973,la fabrication de machines et appareils de pulvérisation pour l'agriculture,2932105,,36
3974,"la fabrication de machines, appareils et engins pour la récolte de produits agricoles et horticoles: moissonneuses, arracheuses, batteuses, machines pour le triage, etc.",2932104,,58
3975,"la fabrication de machines, appareils et engins agricoles pour la préparation du sol, la plantation des cultures ou l'épandage des engrais: charrues, épandeurs de fumier, semoirs, herses, etc.",2932103,,71
3976,"la fabrication de remorques ou de semi-remorques autochargeuses ou autodéchargeuses, pour usages agricoles",2932102,,70
3977,"la fabrication de faucheuses, y compris les tondeuses à gazon",2932101,,29
3978,"Fabrication de ceintures de sécurité, portières, parechocs, etc.",2932002,,89
3979,"Fabrication de freins, boîtes de vitesses, essieux, roues, amortisseurs, radiateurs, silencieux, tuyaux d'échappement, catalyseurs, embrayages, volants, colonnes et boîtiers de direction",2932001,,127
3980,Fabrication d'autres machines agricoles et forestières,2932,,6
3981,la fabrication de motoculteurs,2931002,,307
3982,la fabrication de tracteurs agricoles et forestiers,2931001,,850
3983,Fabrication de machines agricoles et forestières,293,,148
3984,la fabrication de calandres et de laminoirs ainsi que de cylindres pour ces machines,2924706,,4
3985,la fabrication de joints d'étanchéité et de joints similaires composés de matériaux différents ou de plusieurs couches d'un même matériau,2924705,,18
3986,la fabrication de centrifugeuses,2924704,,3
3987,la fabrication de générateurs de gaz,2924703,,4
3988,la fabrication d'appareils et d'installations pour la liquéfaction d'air ou d'autres gaz,2924702,,5
3989,"la fabrication d'appareils de distillation ou de rectification pour les raffineries de pétrole, les industries chimiques ou pour les industries des boissons",2924701,,133
3990,"la fabrication de nettoyeurs à haute pression, matériel industriel de nettoyage au sable et similaires",2924601,,3
3991,la fabrication de filtres à air ou à carburant pour moteurs,2924502,,11
3992,"la fabrication d'appareils pour la filtration ou l'épuration des liquides, de l'air ou d'autres gaz",2924501,,60
3993,la fabrication de machines automatiques de vente de produits,2924401,,1
3994,la fabrication d'extincteurs,2924302,,12
3995,"la fabrication d'appareils à projeter, disperser ou pulvériser des matières liquides ou en poudre: fabrication de pistolets aérographes, d'appareils à jet de vapeur, etc.",2924301,,33
3996,"la fabrication d'appareils et d'instruments de pesage: balances de ménage et de magasin, bascules, bascules à pesage continu, points bascules, poids pour balances, etc.",2924201,,2
3997,la fabrication de chaînes de conditionnement munies de dispositis de pesée ou de dosage,2924103,,22
3998,la fabrication de machines et appareils servant à nettoyer ou à sécher les bouteilles ainsi que de machines et appareils à gazéifier les boissons,2924102,,10
3999,"la fabrication de machines et appareils à empaqueter ou emballer: machines et appareils à remplir, fermer, sceller, capsuler, étiqueter, etc.",2924101,,43
4000,Fabrication d'autres machines d'usage général,2924,,81
4001,la fabrication de ventilateurs à usage non domestique,2923005,,138
4002,la fabrication d'échangeurs de chaleur,2923004,,134
4003,la fabrication de machines et appareils pour le conditionnement de l'air,2923003,,205
4004,la fabrication de comptoirs frigo,2923002,,697
4005,"la fabrication, l'entretien et la réparation d'ascenseurs, d'escaliers mécaniques et de trottoirs roulants",2922006,,138
4006,"la fabrication d'appareils transporteurs ou convoyeurs, de téléphériques, d'élévateurs à liquides, etc.",2922005,,69
4007,"la fabrication de manipulateurs mécaniques et robots industriels spécialement conçus pour des opérations de levage, de manutention, de chargement ou de déchargement",2922004,,91
4008,"la fabrication de chariots, même automobiles, munis ou non d'un dispositif de levage ou de manutention, des types utilisés dans les usines",2922003,,55
4009,"la fabrication de bigues, grues, portiques et grues mobiles, chariots-cavaliers, etc.",2922002,,36
4010,"la fabrication de palans, treuils et cabestans, crics et vérins",2922001,,362
4011,"la fabrication de foyers automatiques, d'avant-foyers, de grilles mécaniques,de dispositifs pour l'évacuation des cendres, etc.",2921003,,17
4012,"la fabrication de brûleurs, y compris les brûleurs pour chaudières de chauffage central",2921002,,224
4013,"la fabrication et le montage de fours électriques et autres fours industriels, de fours de laboratoires et d'incinérateurs",2921001,,98
4014,Fabrication de remorques et de semi-remorques,2920211,,1321
4015,Fabrication de remorques pour le camping,2920202,,154
4016,Fabrication et l'aménagement de caravanes,2920201,,232
4017,Aménagement de véhicules de type autocaravane (motorhomes),2920111,,360
4018,Fabrication de conteneurs spécialement conçus pour le transport,2920103,,357
4019,"Aménagement de tous types de véhicules automobiles (autocars, camions-citernes, camions-frigoriphiques, etc.)",2920102,,2931
4020,Fabrication de carrosseries (y compris les cabines) pour véhicules automobiles,2920101,,2063
4021,la fabrication d'organes hydrauliques de transmission,2914206,,48
4022,la fabrication de chaînes à maillons articulés,2914205,,14
4023,la fabrication de volants et de poulies,2914204,,16
4024,la fabrication d'embrayages et d'organes d'accouplement,2914203,,18
4025,"la fabrication d'engrenages et de roues de friction ainsi que de réducteurs, de multiplicateurs et de variateurs de vitesse",2914202,,85
4026,"la fabrication d'organes mécaniques de transmission de l'énergie: arbres de transmission, arbres à cames, vilebrequins, etc., manivelles, paliers et coussinets",2914201,,31
4027,Fabrication d'engrenages et d'organes mécaniques de transmission,2914,,9
4028,la fabrication de robinetterie pour le chauffage,2913003,,11
4029,la fabrication de robinetterie sanitaire,2913002,,9
4030,"la fabrication de robinetterie et de vannes industrielles, y compris les vannes de régulation et la robinetterie d'adduction",2913001,,47
4031,"la fabrication de moteurs hydrauliques, pneumatiques et éoliens",2912004,,88
4032,la fabrication de pompes à béton,2912003,,66
4033,"la fabrication de pompes pour liquides, même comportant un dispositif mesureur",2912002,,45
4034,la fabrication de pompes à air ou à vide et de compresseurs d'air ou d'autres gaz,2912001,,501
4035,"la fabrication de turbines et de leurs parties: turbines produisant de la vapeur d'eau ou d'autres types de vapeur, turbines à gaz, turbines hydrauliques, roues hydrauliques et leurs régulateurs",2911003,,157
4036,la fabrication de soupapes d'admission et d'échappement pour moteurs à combustion interne,2911002,,17
4037,"la fabrication de moteurs à combustion interne et de leurs parties pour usages divers: pour véhicules ferroviaires, pour machines agricoles ou engins de génie civil, pour navires et bateaux (y compris",2911001,,109
4038,"Fabrication d'autres véhic. automobiles : autoneiges et motoneiges, véhic. spéciaux pr le transport de pers. sur les terrains de golf, véhic. amphibies, autopompes, balayeuses, etc.",2910004,,143
4039,Fabrication de châssis pour véhicules à moteur,2910003,,143
4040,"Fabrication de véhicules utilitaires: camions et camionnettes, tracteurs routiers pour semi-remorques, etc.",2910002,,195
4041,Fabrication de voitures de tourisme,2910001,,370
4042,"Fabrication d'équipements mécaniques, à l'exclusion des moteurs pour avions, véhicules et motocycles",291,,4
4043,Fabrication de machines et équipements,29,,258
4044,"Fabrication de manèges, de balançoires, de stands de tir et d'autres attractions pour foires et parcs d'attractions",2899021,,88
4045,Fabrication de bancs et ciels solaires et autres appareils de bronzage,2899011,,55
4046,Fabrication de robots industriels à usage spécifique,2899002,,219
4047,Fabrication de machines pour le traitement des déchets,2899001,,190
4048,Fabrication de machines et de matériel pour la fabrication des pâtes à papier par des procédés mécaniques ou chimiques,2895001,,97
4049,"Fabrication de machines et appareils pour l'industrie du cuir: machines et appareils pour la préparation, le tannage ou le travail des cuirs ou des peaux",2894005,,40
4050,la fabrication de machines et appareils pour la fabrication ou le finissage du feutre ou des non-tissés,2894004,,52
4051,"Fabrication de machines et app. pour le traitement des tissus: lavage, blanchîment, teinture, apprêt, finissage, enduction ou imprégnation; machines à enrouler, dérouler, etc. des tissus en mat. tex.",2894003,,58
4052,"Fabrication de machines et appareils auxiliaires pour les machines de l'industrie textile: ratières, mécaniques Jacquard, casse-chaînes et casse-trames, mécanismes de changement de navettes, etc.",2894002,,35
4053,"Fabrication de machines pour la préparation, la fabrication, le filage (extrusion), l'étirage, la texturation ou le tranchage des fibres, matières ou fils textiles,synthétiques ou artificiels",2894001,,93
4054,"Fabrication de machines et appareils pour la préparation des aliments dans les hôtels, les restaurants, etc.",2893005,,114
4055,"Fabrication de machines et appareils pour la transformation de divers produits alimentaires (pour la confiserie, la fabrication du cacao, du chocolat, pour la sucrerie, la brasserie, etc.)",2893004,,97
4056,"Fabrication de machines et app. pour la boulangerie, pâtisserie, biscuiterie ou la fabrication des pâtes aliment.: fours de boulangerie, malaxeurs à pâte, machines à trancher et à diviser la pâte, etc",2893003,,244
4057,Fabrication de machines et appareils de laiterie : écrémeuses; machines et appareils pour le traitement du lait; machines et app. pour la transformation du lait; machines et app. de fromage,2893002,,74
4058,Fabrication de séchoirs pour produits agricoles,2893001,,179
4059,"Fabrication de machines et appareils de terrassement : bouteurs (bulldozers), bouteurs biais (angledozers), niveleuses, décapeuses (scrapers), pelles mécaniques, chargeuses, etc.",2892003,,242
4060,Fabrication de bétonnières et appareils à gâcher le ciment,2892002,,58
4061,"Fabrication d'appareils élévateurs, transporteurs ou convoyeurs à action continue pour fonds de mines ou autres travaux souterrains",2892001,,97
4062,"Fabrication de machines et appareils pour la manutention des métaux à haute température: convertisseurs, lingotières, poches de coulée, machines à couler (mouler)",2891001,,92
4063,la fabrication à l'échelle industrielle de fers à cheval,2875508,,15
4064,la fabrication d'ancres et d'hélices de bateaux,2875507,,16
4065,la fabrication de boîtes aux lettres,2875506,,62
4066,la fabrication d'échelles et escabeaux métalliques,2875505,,160
4067,"la fabrication d'éléments de couverture en métal:gouttières, faîtages, etc.",2875504,,250
4068,la fabrication de panneaux indicateurs et de panneaux de signalisation,2875503,,53
4069,la fabrication de coiffures de sécurité en métaux,2875502,,18
4070,"la fabrication de sabres, d'épées, de baïonnettes, etc.",2875501,,12
4071,"la fabrication de petits articles métalliques pour le bureau: agrafes, trombones, etc.",2875402,,11
4072,"la fabrication de petits articles divers en métaux communs: aiguilles, épingles, fermoirs, boucles, crochets, rivets creux, etc.",2875401,,26
4073,"la fabrication de coffres-forts, de compartiments pour chambres fortes, de portes blindées, etc.",2875301,,601
4074,"la fabrication de baignoires, d'éviers, de bassines et d'articles similaires en métaux communs, émaillés ou non",2875201,,79
4075,la fabrication de pailles de fer et laines d'acier,2875104,,9
4076,la fabrication de petits appareils et accessoires de cuisine,2875103,,21
4077,la fabrication de vaisselle plate en métaux communs,2875102,,18
4078,"la fabrication de casseroles émaillées ou non, poêles à frire et autres ustensiles non électriques pour la table et la cuisine",2875101,,230
4079,Fabrication d'autres ouvrages en métaux n.d.a.,2875,,38
4080,la fabrication de lames de ressorts,2874302,,11
4081,"la fabrication de ressorts: ressorts à lames, ressorts hélicoïdaux, barres de torsion",2874301,,51
4082,fabrication de chaînes,2874201,,10
4083,"la fabrication de rivets, de rondelles et d'autres produits non filetés similaires",2874102,,17
4084,"la fabrication d'articles de visserie: boulons, vis, écrous et autres produits similaires",2874101,,19
4085,Visserie et boulonnerie; fabrication de chaînes et de ressorts,2874,,1
4086,"la fabrication de clous, pointes, etc.",2873004,,135
4087,"la fabrication d'articles en fils métalliques:ronces artificielles, clôtures, grillages, treillis, toiles métalliques, etc.",2873003,,63
4088,la fabrication d'élingues de chargement,2873002,,11
4089,"la fabrication de câbles métalliques, de tresses métalliques et d'articles similaires",2873001,,22
4090,la fabrication d'articles métalliques de bouchage et de surbouchage,2872003,,23
4091,la fabrication de tubes et d'étuis souples,2872002,,11
4092,la fabrication de boîtes pour conserves alimentaires et pour boissons,2872001,,62
4093,"la fabrication de seaux, de cruches, de bidons, de tonneaux, ..., en métaux",2871002,,39
4094,la fabrication de récipients métalliques d'une capacité inférieure à 300 litres,2871001,,99
4095,"la fabrication de charnières, de gonds, de paumelles,etc.",2863002,,71
4096,"la fabrication de serrures, de cadenas, de verrous, de clés et d'articles similaires de serrurerie pour le bâtiment, l'ameublement, les véhicules,etc.",2863001,,1103
4097,la fabrication d'étaux et de serre-joints,2862006,,16
4098,"la fabrication d'outils de forgeron: forges, enclumes, etc.",2862005,,44
4099,"la fabrication d'outils interchangeables pour outillage à main, mécaniques ou non,ou pour machines-outils: forets, poinçons, matrices, fraises, etc.",2862004,,73
4100,"la fabrication de scies et de lames de scies, y compris les lames de scies circulaires et de scies à chaîne",2862003,,19
4101,la fabrication de couteaux et de lames tranchantes pour machines ou pour appareils mécaniques,2862002,,37
4102,"la fabrication d'outils à main tels que pinces, tournevis, clés, sécateurs, truelles, lampes à souder, etc.",2862001,,165
4103,"la fabrication de divers autres instruments tranchants: rasoirs et lames pour rasoirs, ciseaux, tondeuses à cheveux, etc.",2861002,,18
4104,"la fabrication de coutellerie domestique: couteaux, fourchettes, cuillères, etc.",2861001,,70
4105,"Fabrication de coutellerie, d'outillage et de quincaillerie",286,,1
4106,les activités des maréchaux-ferrants,2852003,,1443
4107,travaux d'entretien et réparations mécaniques pour des tiers,2852002,,3982
4108,le durcissement et le bufflage des métaux,2851007,,137
4109,"le revêtement non métallique des métaux: plastifiage, émaillage, laquage, etc.",2851006,,267
4110,"la coloration, la gravure, l'impression des métaux",2851005,,814
4111,"l'ébarbage, le décapage au jet de sable, le dessablage au tonneau, le nettoyage des métaux",2851004,,270
4112,le traitement thermique des métaux,2851003,,123
4113,le revêtement des métaux par électrolyse ou immersion,2851002,,108
4114,"le placage, le traitement anodique, ..., des métaux",2851001,,237
4115,"la production d'objets métalliques, directement à partir de poudres de métaux par traitement thermique (frittage) ou compression",2840301,,18
4116,la production pour des tiers de pièces matricées en métaux non ferreux,2840201,,215
4117,"la production et le montage de pièces forgées pour la construction: rampes d'escalier, balustrades, etc.",2840102,,1111
4118,la production pour des tiers de pièces forgées en métaux,2840101,,1707
4119,"Forge, emboutissage, estampage et profilage des métaux; métallurgie des poudres",2840,,19
4120,"Fabrication d'autres machines et app. pour agriculture, aviculture, apiculture, prépar. des aliments ou provendes pour animaux, etc.; machines pour nettoyage, triage, calibrage des oeufs, fruits, etc.",2830016,,271
4121,Fabrication de machines et appareils de pulvérisation pour l'agriculture,2830015,,159
4122,"Fabrication de machines, appareils et engins pour la récolte de produits agricoles et horticoles: moissonneuses, arracheuses, batteuses, machines pour le triage, etc.",2830014,,270
4123,"Fabrication de machines, appareils et engins agricoles pour la préparation du sol, la plantation des cultures ou l'épandage des engrais : charrues, épandeurs de fumier, semoirs, herses, etc.",2830013,,283
4124,"Fabrication de remorques ou de semi-remorques autochargeuses ou autodéchargeuses, pour usages agricoles",2830012,,238
4125,"Fabrication de faucheuses, y compris les tondeuses à gazon",2830011,,136
4126,"la conception, la construction et l'installation de réseaux de tuyauterie, y compris le traitement complémentaire des tubes de manière à réaliser principalement des conduites ou des réseaux sous press",2830004,,5100
4127,la fabrication de réacteurs nucléaires,2830003,,6
4128,"la fabrication d'appareils auxiliaires pour générateurs de vapeur:  condensateurs, économiseurs, surchauffeurs, collecteurs et accumulateurs de vapeur",2830002,,828
4129,la fabrication de générateurs produisant de la vapeur d'eau ou d'autres types de vapeur,2830001,,368
4130,"Fabrication d'appareils de distillation ou de rectification pour les raffineries de pétrole, les industries chimiques ou pour les industries des boissons",2829901,,188
4131,"Fabrication d'appareils pour la filtration ou l'épuration des liquides, de l'air ou d'autres gaz",2829501,,175
4132,"Fabrication d'appareils à projeter, disperser ou pulvériser des matières liquides ou en poudre: fabrication de pistolets aérographes, d'appareils à jet de vapeur, etc.",2829301,,72
4133,Fabrication de chaînes de conditionnement munies de dispositis de pesée ou de dosage,2829102,,77
4134,"Fabrication de machines et appareils à empaqueter ou emballer: machines et appareils à remplir, fermer, sceller, capsuler, étiqueter, etc.",2829101,,119
4135,Fabrication de ventilateurs à usage non domestique,2825005,,801
4136,Fabrication d'échangeurs de chaleur,2825004,,847
4137,Fabrication de machines et appareils pour le conditionnement de l'air,2825003,,1179
4138,Fabrication de comptoirs frigo,2825002,,1934
4139,Fabrication et l'installation d'équipements industriels pour la production du froid,2825001,,2469
4140,Fabrication de machines à écrire électriques ou manuelles,2823001,,491
4141,"Fabrication d'ascenseurs, d'escaliers mécaniques et de trottoirs roulants",2822006,,1539
4142,"Fabrication d'appareils transporteurs ou convoyeurs, de téléphériques, d'élévateurs à liquides, etc.",2822005,,178
4143,"Fabrication de manipulateurs mécaniques et robots industriels spécialement conçus pour des opérations de levage, de manutention, de chargement ou de déchargement",2822004,,310
4144,"Fabrication de chariots, même automobiles, munis ou non d'un dispositif de levage ou de manutention, des types utilisés dans les usines",2822003,,146
4145,"Fabrication de bigues, grues, portiques et grues mobiles, chariots-cavaliers, etc.",2822002,,112
4146,fabrication de radiateurs et de chaudières pour le chauffage central,2822001,,1106
4147,Fabrication de récupérateurs de chaleur solaire non photovoltaïques,2821011,,473
4148,la fabrication de récipients métalliques pour gaz comprimés ou liquéfiés,2821002,,758
4149,"la fabrication et le montage de silos, de réservoirs, de citernes et de récipients similaires en métaux, d'une capacité supérieure à 300 litres",2821001,,3558
4150,Fabrication de réservoirs métalliques et de chaudières pour le chauffage central,282,,124
4151,Fabrication d'embrayages et d'organes d'accouplement,2815003,,86
4152,"Fabrication d'engrenages et de roues de friction ainsi que de réducteurs, de multiplicateurs et de variateurs de vitesse",2815002,,176
4153,"Fabrication d'organes mécaniques de transmission de l'énergie: arbres de transmission, arbres à cames, vilebrequins, etc., manivelles, paliers et coussinets",2815001,,131
4154,"Fabrication de robinetterie et de vannes industrielles, y compris les vannes de régulation et la robinetterie d'adduction",2814001,,111
4155,Fabrication de pompes à béton,2813003,,107
4156,"Fabrication de pompes pour liquides, même comportant un dispositif mesureur",2813002,,124
4157,Fabrication de pompes à air ou à vide et de compresseurs d'air ou d'autres gaz,2813001,,614
4158,Fabrication d'organes hydrauliques de transmission,2812011,,180
4159,"la fabrication de menuiseries métalliques: portes et fenêtres avec chambranles, volets, cloisons mobiles,grilles, portes de garage, etc.",2812001,,2626
4160,"Fabrication de culasses, bielles, pistons, segments, etc.",2811011,,211
4161,"la fabrication de constructions préfabriquées principalement en métaux: baraques de chantier, éléments modulaires pour expositions, cabines téléphoniques, etc.",2811003,,1614
4162,"la fabrication d'ossatures métalliques pour équipements industriels (ossatures de hauts fourneaux, de matériels de manutention, etc.)",2811002,,4644
4163,Fabrication d'éléments en métal pour la construction,281,,3804
4164,Travail des métaux,28,,44
4165,"Fabrication d'autres appareils électriques de signalisation acoustique ou visuelle : sonneries, sirènes, tableaux annonciateurs, appareils avertisseurs pour la protection contre le vol ou l'incendie",2790012,,1387
4166,"Fabrication d'appareils électriques de signalisation, de sécurité, de contrôle ou de commande pour voies routières, ferrées, fluviales et installations portuaires, et pour aéroport",2790011,,1269
4167,"Fabrication d'autres machines et appareils électriques: accélérateurs de particules, générateurs de signaux, détecteurs de mines, détonateurs électriques, etc.",2790002,,138
4168,"Fabrication de tubes isolateurs et de leurs pièces de raccordement, en métaux communs, isolés intérieurement",2790001,,250
4169,la fonderie de pièces en métaux précieux,2754002,,12
4170,la fonderie de pièces en métaux lourds,2754001,,4
4171,la fonderie de pièces en métaux légers,2753002,,12
4172,"la fonderie de produits finis ou de demi-produits en métaux légers (aluminium, magnésium, titane, béryllium, scandium, yttrium)",2753001,,13
4173,la fonderie de pièces en acier,2752002,,9
4174,la fonderie de produits finis ou de demi-produits en acier,2752001,,400
4175,la fonderie de produits en fonte malléable,2751004,,8
4176,la fonderie de pièces en fonte à graphite sphéroïdal,2751003,,6
4177,la fonderie de pièces en fonte grise,2751002,,246
4178,la fonderie de produits finis ou de demi-produits en fonte,2751001,,2458
4179,FAB. DE DEMI-PRODUITS / PIèCES. DVRS,2750001,,18
4180,"la production de tôles, feuilles minces, barres, fils, profilés,..., en chrome, en manganèse, en nickel, etc.",2745202,,6
4181,"la fabrication de demi-produits en chrome, en manganèse, en nickel, etc.",2745201,,1
4182,"la production d'alliages de chrome, de manganèse, de nickel, etc.",2745103,,2
4183,la production de tuyaux en cuivre,2744204,,2
4184,la fabrication de fils ou de lames fusibles,2744203,,2
4185,"la production de tôles, feuilles minces, barres, fils, profilés,..., en cuivre",2744202,,5
4186,la production de demi-produits en cuivre,2744201,,8
4187,la production d'alliages de cuivre,2744102,,1
4188,"la fabrication de tôles, feuilles minces, barres, fils, profilés, ..., en plomb, en zinc ou en étain",2743202,,10
4189,"la fabrication de demi-produits en plomb,en zinc ou en étain",2743201,,6
4190,"la production d'alliages de plomb, de zinc ou d'étain",2743102,,6
4191,"la production de plomb, de zinc ou d'étain à partir de minerais ou par affinage électrolytique de déchets et débris de plomb, de zinc ou d'étain",2743101,,2
4192,la fabrication de feuilles en aluminium pour emballage,2742203,,9
4193,"la fabrication de tôles, feuilles minces, barres, fils, profilés,..., en aluminium",2742202,,10
4194,la fabrication de demi-produits en aluminium,2742201,,15
4195,la production d'alliages d'aluminium,2742104,,3
4196,la production par affinage électrolytique de déchets et débris d'aluminium,2742103,,1
4197,la production d'aluminium à partir d'alumine,2742102,,1
4198,la production d'oxyde d'aluminium (alumine),2742101,,1
4199,"la production de plaqués et doublés de platine et de métaux du groupe du platine, sur or, argent ou métaux communs",2741007,,10
4200,la production de plaqués et doublés d'or sur métaux communs ou sur argent,2741006,,5
4201,la production de plaqués et de doublés d'argent sur métaux communs,2741005,,4
4202,la production de demi-produits en métaux précieux,2741004,,4
4203,la production d'alliages de métaux précieux,2741003,,257
4204,la remise au titre des métaux précieux recyclés,2741002,,4
4205,"la production et l'affinage des métaux précieux bruts: or, argent, platine, irridium, etc.",2741001,,9
